input,taxid,taxon,tax_rank,tax_division,parentid,parentname,specimenrecords,representitive_image.image,representitive_image.apectratio,taxonrep
Stenothoe frecanda,499254,Stenothoe frecanda,species,Animalia,455775,Stenothoe,1,CMBIA/00629Stenothoe_frecandaVRR+1351801176.jpg,1.333,Stenothoe frecanda
Stenothoe valida,753985,Stenothoe valida,species,Animalia,455775,Stenothoe,24,HABFA/ZMBN_136253_L_[1]+1594390034.jpg,1.499,Stenothoe valida
Stereobalanus,938859,Stereobalanus,genus,Animalia,82043,Harrimaniidae,7,NBPOL/HP_0380+1222436932.JPG,1.495,Stereobalanus
Sternaspis affinis,785166,Sternaspis affinis,species,Animalia,160011,Sternaspis,29,BHAK/11_05510a+1675901996.jpg,1.408,Sternaspis affinis
Sthenelais,122699,Sthenelais,genus,Animalia,29425,Sigalionidae,67,CMBIA/00304_Sthenelais_tertiaglabraVentrolateralVRR+1323114004.jpg,1.333,NA
Sthenelais berkeleyi,808498,Sthenelais berkeleyi,species,Animalia,122699,Sthenelais,2,BBPS/dFHL_13294a+1585360922.jpg,3.005,Sthenelais berkeleyi
Sthenelais tertiaglabra,370489,Sthenelais tertiaglabra,species,Animalia,122699,Sthenelais,6,CMBIA/00304_Sthenelais_tertiaglabraVentrolateralVRR+1323114004.jpg,1.333,Sthenelais tertiaglabra
Sthenelanella uniformis,299345,Sthenelanella uniformis,species,Animalia,299344,Sthenelanella,12,CMBIA/00308Sthenelanella_uniformisDorsalVRR+1323114010.jpg,1.333,Sthenelanella uniformis
Streblosoma,285941,Streblosoma,genus,Animalia,100797,Thelepodinae,29,CMBIA/00312Streblosoma_spBDorsalVRR+1324594858.jpg,1.333,Streblosoma
Streblosoma crassibranchia,370490,Streblosoma crassibranchia,species,Animalia,285941,Streblosoma,4,CMBIA/00311Streblosoma_crassibranchiaVRRAnteriorVentral+1323114016.jpg,1.333,Streblosoma crassibranchia
Streblosoma pacifica,999182,Streblosoma pacifica,species,Animalia,285941,Streblosoma,1,NA,NA,NA
Streblospio benedicti,32479,Streblospio benedicti,species,Animalia,32478,Streblospio,74,VAFIV/WCH_2294_0042_C+1417359876.jpeg,1,Streblospio benedicti
Streptodonta,991188,Streptodonta,genus,Animalia,214480,Eusyllinae,1,NA,NA,NA
Streptosyllis,153129,Streptosyllis,genus,Animalia,125418,Syllidae,3,NA,NA,NA
Allocentrotus fragilis,172952,Allocentrotus fragilis,species,Animalia,172951,Allocentrotus,2,NA,NA,NA
Styela,3037,Styela,genus,Animalia,974,Styelidae,1063,OPQCS/27+1294414642.JPG,1.499,Styela
Styela plicata,30466,Styela plicata,species,Animalia,3037,Styela,270,ASCMA/ASC17+1447178818.jpg,1.499,Styela plicata
Stylatula,293153,Stylatula,genus,Animalia,293127,Virgulariidae,15,SWEMA/GNM7464_70Anthozoa1302V+1441127304.JPG,1.499,Stylatula
Stylatula elongata,293154,Stylatula elongata,species,Animalia,293153,Stylatula,10,DISA/4116_DISCO4116_2017_11_08_12_24_09_[C]+1510161860.jpg,1.499,Stylatula elongata
Stylochoplana,717870,Stylochoplana,genus,Animalia,500593,Leptoplanidae,120,NA,NA,NA
Stylochus,803478,Stylochus,genus,Animalia,533069,Stylochidae,10,NA,NA,Stylochus
Syllides,153126,Syllides,genus,Animalia,600000,Anoplosyllinae,14,CRYNO/MAREANO_13_046+1395847376.jpg,1.333,NA
Syllis,153111,Syllis,genus,Animalia,214475,Syllinae,346,BCPOL/bp2010-130+1284059484.jpg,1.333,Syllis
Syllis gracilis,153118,Syllis gracilis,species,Animalia,153111,Syllis,56,DISA/3728_DISCO3728_ven_25xMagnification_2018_02_01_16_28_12_[C]+1517531322.jpg,1.499,Syllis gracilis
Syllis heterochaeta,955702,Syllis heterochaeta,species,Animalia,153111,Syllis,3,BBPS/dFHL_11215a+1585272944.jpg,1.844,Syllis heterochaeta
Syllis hyperioni,981333,Syllis hyperioni,species,Animalia,153111,Syllis,2,NA,NA,NA
Symplectoscyphus pedrensis,370385,Symplectoscyphus pedrensis,species,Animalia,370384,Symplectoscyphus,1,CMBIA/00100Symplectoscyphus_pedrensisWScaleVRR+1321287692.jpg,1.333,Symplectoscyphus pedrensis
Synidotea,373996,Synidotea,genus,Animalia,1612,Idoteidae,44,ABMBS/10BPBS-0097_L+1284562020.jpg,1.333,Synidotea
Synidotea harfordi,893596,Synidotea harfordi,species,Animalia,373996,Synidotea,6,DISA/7269_DISCO7269_lat_8.5Xmagnification_2017_09_13+1505334148.jpg,1.499,Synidotea harfordi
Syrrhoe,183052,Syrrhoe,genus,Animalia,153388,Synopiidae,54,CCNUN/nun-0132_+1206908560.JPG,1.333,Syrrhoe
Syrrhoe longifrons,390643,Syrrhoe longifrons,species,Animalia,183052,Syrrhoe,1,WWAMP/bioug01329-e05+1315339246.jpg,1.325,Syrrhoe longifrons
Tagelus,507072,Tagelus,genus,Animalia,201795,Solecurtidae,76,NA,NA,NA
Tagelus subteres,1075846,Tagelus subteres,species,Animalia,507072,Tagelus,1,NA,NA,NA
Tanaella propinquus,981335,Tanaella propinquus,species,Animalia,527994,Tanaella,4,NA,NA,NA
Tanaopsis cadieni,981321,Tanaopsis cadieni,species,Animalia,981320,Tanaopsis,7,NA,NA,NA
Tanystylum californicum,103187,Tanystylum californicum,species,Animalia,103186,Tanystylum,4,NA,NA,NA
Telesto,895640,Telesto,genus,Animalia,124891,Clavulariidae,1,"DISA/3973_2017_02_06_14_02_02_[B,Radius8,Smoothing4]+1486407726.jpg",1.499,NA
Tellina,84990,Tellina,genus,Animalia,499234,Tellininae,172,AKMOL/11BIOAK-0252+1320071620.JPG,1.499,Tellina
Megangulus bodegensis,891491,Megangulus bodegensis,species,Animalia,891490,Megangulus,9,WIZCO/OIMB-061-2+1531783658.jpg,1.333,Megangulus bodegensis
Ameritella carpenteri,1075737,Ameritella carpenteri,species,Animalia,762503,Ameritella,1,NA,NA,NA
Tellina nuculoides,593192,Tellina nuculoides,species,Animalia,84990,Tellina,14,AKMOL/11BIOAK-0252+1320071620.JPG,1.499,Tellina nuculoides
Tenellia adspersa,708848,Tenellia adspersa,species,Animalia,708847,Tenellia,5,SWEMA/GNM7461_192Gastr8975V+1424446652.JPG,1.499,Tenellia adspersa
Tenonia priops,370493,Tenonia priops,species,Animalia,370492,Tenonia,6,CMBIA/00313Tenonia_priopsDorsalVRR+1324594860.jpg,1.333,Tenonia priops
Terebellides,83177,Terebellides,genus,Animalia,210798,Trichobranchinae,692,NBPOL/HP_0302+1221834496.JPG,1.5,Terebellides
Terebellides californica,370494,Terebellides californica,species,Animalia,83177,Terebellides,17,CMBIA/00314Terebellides_californicaLateralVRR+1324594860.jpg,1.333,Terebellides californica
Terebellides reishi,370495,Terebellides reishi,species,Animalia,83177,Terebellides,5,CMBIA/00317Terebellides_reishiLateralVRR+1324594864.jpg,1.333,Terebellides reishi
Tetrastemma,25866,Tetrastemma,genus,Animalia,1814,Tetrastemmatidae,279,POIMB/dOIMB_00153a+1565273394.jpg,1.602,Tetrastemma
Tetrastemma candidum,27099,Tetrastemma candidum,species,Animalia,25866,Tetrastemma,13,NA,NA,NA
Thalamoporella californica,400066,Thalamoporella californica,species,Animalia,361494,Thalamoporella,2,MLMLA/bioug01534-b08+1320253092.JPG,1.333,Thalamoporella californica
Thelepus,100798,Thelepus,genus,Animalia,100797,Thelepodinae,151,NBPOL/HP_0373+1222436844.JPG,1.495,Thelepus
Thelepus hamatus,808508,Thelepus hamatus,species,Animalia,100798,Thelepus,1,NA,NA,NA
Theora lubrica,370524,Theora lubrica,species,Animalia,370523,Theora,3,CMBIA/00355Theora_lubricaLateralExteriorVRR+1324594908.jpg,1.333,Theora lubrica
Thesea,514275,Thesea,genus,Animalia,514076,Stenogorgiinae,18,KBCSM/IMG_0220+1371152018.JPG,1.499,Thesea
Thorlaksonius,804540,Thorlaksonius,genus,Animalia,88707,Pleustidae,11,BHAK/dHAKB_00286a+1582145499.jpg,1.452,Thorlaksonius
Thracia,194388,Thracia,genus,Animalia,194387,Thraciidae,50,LHABC/BIOUG48552_H01.0+1634158754.JPG,1.499,Thracia
Thracia trapezoides,1132743,Thracia trapezoides,species,Animalia,194388,Thracia,1,LHABC/BIOUG48552_H01.0+1634158754.JPG,1.499,Thracia trapezoides
Thyasira flexuosa,370525,Thyasira flexuosa,species,Animalia,154201,Thyasira,69,CMBIA/00523Thyasira_flexuosaInteriorVRR+1326752804.jpg,1.333,Thyasira flexuosa
Thyone benti,748173,Thyone benti,species,Animalia,217704,Thyone,7,FHL/BMBM-0763+1522880308.JPG,1.957,Thyone benti
Thysanocardia nigra,216490,Thysanocardia nigra,species,Animalia,216488,Thysanocardia,44,YARRA/17]+1382455306.jpg,1.79,Thysanocardia nigra
Timarete,639916,Timarete,genus,Animalia,83730,Cirratulidae,172,POLV/ECOSUR-OH-1007+1453319490.JPG,1.499,Timarete
Tiron biocellata,499250,Tiron biocellata,species,Animalia,361871,Tiron,2,LHABC/CCDB31224_E10.2+1632354224.JPG,1.499,Tiron biocellata
Travisia,160012,Travisia,genus,Animalia,125440,Opheliidae,144,WSPO/Travisia_forbesii1+1263828818.jpg,1.596,Travisia
Travisia brevis,299368,Travisia brevis,species,Animalia,160012,Travisia,10,CMBIA/00318Travisia_brevisDorsalVRR+1324594866.jpg,1.333,Travisia brevis
Travisia pupa,193547,Travisia pupa,species,Animalia,160012,Travisia,10,BCPOL/BAMPOL0264+1217002094.JPG,1.584,Travisia pupa
Tresus nuttallii,722698,Tresus nuttallii,species,Animalia,395168,Tresus,10,RBCMI/DSC_2488+1443641839.JPG,1.499,Tresus nuttallii
Trichobranchus hancocki,955727,Trichobranchus hancocki,species,Animalia,540841,Trichobranchus,5,BBPS/dFHL_12560a+1585348596.jpg,1.557,Trichobranchus hancocki
Triopha maculata,507903,Triopha maculata,species,Animalia,387487,Triopha,9,FHL/BMBM-0542+1522880308.JPG,1.793,Triopha maculata
Tritella,981068,Tritella,genus,Animalia,263338,Caprellinae,2,BHAK/dHAKB_01640a+1646090887.jpg,0.811,NA
Tritella pilimana,981069,Tritella pilimana,species,Animalia,981068,Tritella,2,BHAK/dHAKB_01640a+1646090887.jpg,0.811,Tritella pilimana
Tritia insculpta,893612,Tritia insculpta,species,Animalia,759842,Tritia,2,"DISA/4039_2017_02_07_16_19_02_[B,Radius8,Smoothing4]+1486513148.jpg",1.499,Tritia insculpta
Tritonia festiva,460889,Tritonia festiva,species,Animalia,194476,Tritonia,16,POIMB/dOIMB_00625a+1565355250.jpg,1.466,Tritonia festiva
Tritonia tetraquetra,895648,Tritonia tetraquetra,species,Animalia,194476,Tritonia,5,"DISA/4046_DISCO4046_dor_20xMAGNIFICATION_2017_10_26_13_37_05_[B,Radius8,Smoothing4]+1509039540.jpg",1.499,Tritonia tetraquetra
Trophoniella,187340,Trophoniella,genus,Animalia,125434,Flabelligeridae,9,NA,NA,NA
Trophoniella harrisae,1075850,Trophoniella harrisae,species,Animalia,187340,Trophoniella,1,NA,NA,NA
Tubulanus,25852,Tubulanus,genus,Animalia,1828,Tubulanidae,154,RBCMI/IMG_7860+1396614926.JPG,1.385,Tubulanus
Tubulanus polymorphus,370531,Tubulanus polymorphus,species,Animalia,25852,Tubulanus,35,RBCMI/IMG_7860+1396614926.JPG,1.385,Tubulanus polymorphus
Tubulipora tuba,1164981,Tubulipora tuba,species,Animalia,751405,Tubulipora,1,BHAK/dHAK_08503+1501355178.JPG,1.509,Tubulipora tuba
Turbonilla,149512,Turbonilla,genus,Animalia,370526,Turbonillinae,50,CMBIA/00359Turbonilla_spVRR+1324594916.jpg,1.333,Turbonilla
Typhlotanais,527981,Typhlotanais,genus,Animalia,516828,Typhlotanaidae,47,NA,NA,Typhlotanais
Typhlotanais williamsae,1265075,Typhlotanais williamsae,species,Animalia,527981,Typhlotanais,2,NA,NA,Typhlotanais williamsae
Typosyllis,205764,Typosyllis,genus,Animalia,214475,Syllinae,66,HZPLY/BIOUG06836-G03-1+1375959926.jpg,1.368,Typosyllis
Upogebia,105780,Upogebia,genus,Animalia,105779,Upogebiidae,313,RBCMI/IMG_8239+1401974386.JPG,1.499,NA
Urechis caupo,27337,Urechis caupo,species,Animalia,27336,Urechis,2,NA,NA,NA
Uromunna ubiquita,803363,Uromunna ubiquita,species,Animalia,597977,Uromunna,3,NA,NA,Uromunna ubiquita
Urothoe elegans,469376,Urothoe elegans,species,Animalia,371888,Urothoe,14,BNSA/MT04350+1331917394.jpg,1.333,Urothoe elegans
Valettiopsis,996165,Valettiopsis,genus,Animalia,516577,Valettiopsidae,2,NA,NA,NA
Vargula tsujii,936292,Vargula tsujii,species,Animalia,5828,Vargula,43,NA,NA,NA
Vaunthompsonia,7682,Vaunthompsonia,genus,Animalia,5693,Vaunthompsoniinae,3,NA,NA,NA
Ruditapes philippinarum,508061,Ruditapes philippinarum,species,Animalia,326824,Ruditapes,690,BCMOL/10BCMOL-00426+1335235296.JPG,1.502,Ruditapes philippinarum
Virgularia,370386,Virgularia,genus,Animalia,293127,Virgulariidae,35,SWEMA/GNM7464_80Anthozoa1390V+1441284772.JPG,1.499,Virgularia
Vitreolina,657512,Vitreolina,genus,Animalia,936,Eulimidae,20,LHABC/BIOUG48552_D08.2+1632856571.JPG,1.499,NA
Vitreolina columbiana,978661,Vitreolina columbiana,species,Animalia,657512,Vitreolina,7,LHABC/BIOUG48552_D08.2+1632856571.JPG,1.499,Vitreolina columbiana
Volvarina taeniolata,803104,Volvarina taeniolata,species,Animalia,483768,Volvarina,12,NA,NA,Volvarina taeniolata
Volvulella,164962,Volvulella,genus,Animalia,370528,Rhizoridae,8,LHABC/BIOUG48552_G03.1+1637108665.jpg,1.504,NA
Volvulella californica,981330,Volvulella californica,species,Animalia,164962,Volvulella,4,NA,NA,NA
Volvulella cylindrica,1132742,Volvulella cylindrica,species,Animalia,164962,Volvulella,1,LHABC/BIOUG48552_G03.1+1637108665.jpg,1.504,Volvulella cylindrica
Volvulella panamica,370529,Volvulella panamica,species,Animalia,164962,Volvulella,1,CMBIA/00360Volvulella_panamica3VRR+1324594918.jpg,1.333,Volvulella panamica
Watersipora subatra,1075852,Watersipora subatra,species,Animalia,28790,Watersipora,1,NA,NA,NA
Westwoodilla tone,299408,Westwoodilla tone,species,Animalia,299407,Westwoodilla,23,CMBIA/IMGP7971Corr+1284059432.jpg,1.773,Westwoodilla tone
Yoldia aeolica,1075853,Yoldia aeolica,species,Animalia,2465,Yoldia,1,NA,NA,NA
Yoldiella,154196,Yoldiella,genus,Animalia,159963,Yoldiidae,168,ABMBS/10BPBS-0185_L+1287429268.jpg,1.333,Yoldiella
Yoldiella nana,495415,Yoldiella nana,species,Animalia,154196,Yoldiella,7,ABMBS/10BPBS-0185_L+1287429268.jpg,1.333,Yoldiella nana
Ypsilothuria bitentaculata,222676,Ypsilothuria bitentaculata,species,Animalia,222674,Ypsilothuria,3,NA,NA,NA
Zaolutus actius,1075855,Zaolutus actius,species,Animalia,1075854,Zaolutus,2,NA,NA,NA
Zeuxo,502926,Zeuxo,genus,Animalia,1141325,Anatanaini,61,ZPC/bioug01207-c07+1386098590.jpg,1.333,Zeuxo
Zeuxo normani,502927,Zeuxo normani,species,Animalia,502926,Zeuxo,1,NA,NA,NA
Amathia verticillata,758871,Amathia verticillata,species,Animalia,352695,Amathia,194,NA,NA,NA
Zygeupolia rubens,493846,Zygeupolia rubens,species,Animalia,493845,Zygeupolia,3,NA,NA,NA
Zygonemertes virescens,25864,Zygonemertes virescens,species,Animalia,25863,Zygonemertes,9,NA,NA,Zygonemertes virescens
Pseudharpinia,735056,Pseudharpinia,genus,Animalia,370404,Harpiniinae,2,MIAMP/ZMBN_107174+1455918388.jpg,1.333,NA
